id,price
264893,155018.7724028996
264899,155018.7724028996
264910,155018.7724028996
264915,155018.7724028996
264919,155018.7724028996
264928,155018.7724028996
264932,163118.8118307187
264935,163118.8118307187
264939,155018.7724028996
264944,163118.8118307187
264954,155018.7724028996
264955,155018.7724028996
264969,293508.33234520844
264978,155018.7724028996
264983,155018.7724028996
264984,155018.7724028996
264985,155018.7724028996
265031,163118.8118307187
265032,163118.8118307187
265058,155018.7724028996
265066,155018.7724028996
265068,155018.7724028996
265069,178953.1493162023
265070,155018.7724028996
265077,155018.7724028996
265090,338499.38731590606
265094,163118.8118307187
265101,155018.7724028996
265102,155018.7724028996
265105,163118.8118307187
265106,155018.7724028996
265108,155018.7724028996
265115,155018.7724028996
265147,155018.7724028996
265152,163118.8118307187
265153,163118.8118307187
265170,155018.7724028996
265176,163118.8118307187
265187,155018.7724028996
265189,155018.7724028996
265198,155018.7724028996
265225,181633.32933198346
265233,155906.2166320024
265237,155018.7724028996
265253,152176.83176588916
265280,152176.83176588916
265287,150530.7039312929
265293,152176.83176588916
265296,152176.83176588916
265307,152176.83176588916
265308,152176.83176588916
265312,150530.7039312929
265313,150530.7039312929
265314,152176.83176588916
265315,152176.83176588916
265320,152176.83176588916
265333,152176.83176588916
265346,152176.83176588916
265351,152176.83176588916
265356,152176.83176588916
265357,150530.7039312929
265358,152176.83176588916
265363,152176.83176588916
265369,150530.7039312929
265372,152176.83176588916
265402,152176.83176588916
265406,150530.7039312929
265420,152176.83176588916
265436,150530.7039312929
265438,152176.83176588916
265442,152176.83176588916
265449,152176.83176588916
265452,152176.83176588916
265455,152176.83176588916
265461,152176.83176588916
265465,152176.83176588916
265481,150530.7039312929
265488,152176.83176588916
265501,150530.7039312929
265514,152176.83176588916
265515,152176.83176588916
265516,152176.83176588916
265517,152176.83176588916
265526,152176.83176588916
265533,152176.83176588916
265539,152176.83176588916
265543,150530.7039312929
265544,150530.7039312929
265556,150530.7039312929
265559,159721.73264490845
265561,150530.7039312929
265584,159721.73264490845
265586,150530.7039312929
265587,150530.7039312929
265588,159721.73264490845
265593,156596.7908004989
265596,150530.7039312929
265607,150530.7039312929
265608,150530.7039312929
265610,159721.73264490845
265613,159721.73264490845
265653,150530.7039312929
265663,159721.73264490845
265669,150530.7039312929
265675,150530.7039312929
265699,150530.7039312929
265701,150530.7039312929
265703,159721.73264490845
265704,159721.73264490845
265743,159721.73264490845
265748,150530.7039312929
265759,159721.73264490845
265795,150530.7039312929
265797,159721.73264490845
265805,150530.7039312929
265806,150530.7039312929
265810,150530.7039312929
265819,150530.7039312929
265820,159721.73264490845
265833,159721.73264490845
265834,150530.7039312929
265843,275842.18371316366
265851,303604.1927561576
265862,254393.86101498085
265864,303604.1927561576
265869,292296.6214167042
265887,303604.1927561576
265907,292296.6214167042
265913,279593.703371086
265921,287631.81369221
265923,303604.1927561576
265925,272502.8769451857
265957,303604.1927561576
265958,293370.8433379393
265960,292296.6214167042
265963,287631.81369221
265969,293370.8433379393
266004,306591.2481503372
266028,303604.1927561576
266029,287631.81369221
266032,283862.66408707044
266034,283862.66408707044
266055,269752.78743214486
266075,292296.6214167042
266077,292296.6214167042
266080,303604.1927561576
266093,293370.8433379393
266094,310049.542464716
266100,287631.81369221
266116,287631.81369221
266129,173556.79767686164
266144,262437.3125273407
266160,262437.3125273407
266165,204805.63607062196
266196,204505.22812426754
266199,274284.21506478894
266202,283862.66408707044
266210,204505.22812426754
266211,251174.3634362358
266213,271973.95469734
266218,159721.73264490845
266219,274284.21506478894
266220,159721.73264490845
266234,262437.3125273407
266241,202280.7588842104
266248,204505.22812426754
266251,159721.73264490845
266256,159721.73264490845
266259,159721.73264490845
266274,287631.81369221
266275,173556.79767686164
266276,159721.73264490845
266279,203008.41899541335
266280,264316.6310239968
266281,203342.1413896027
266299,271973.95469734
266300,262437.3125273407
266305,159721.73264490845
266314,203342.1413896027
266315,159721.73264490845
266329,240673.16463239735
266332,150530.7039312929
266350,150530.7039312929
266368,150530.7039312929
266375,150530.7039312929
266381,150530.7039312929
266382,150530.7039312929
266393,150530.7039312929
266394,150530.7039312929
266402,150530.7039312929
266406,150530.7039312929
266423,150530.7039312929
266424,150530.7039312929
266438,150530.7039312929
266454,150530.7039312929
266463,150530.7039312929
266465,149851.3585420303
266479,150530.7039312929
266480,150530.7039312929
266485,150530.7039312929
266486,150530.7039312929
266496,150530.7039312929
266508,150530.7039312929
266510,150530.7039312929
266511,150530.7039312929
266512,150530.7039312929
266514,150530.7039312929
266517,150530.7039312929
266539,150530.7039312929
266542,150530.7039312929
266545,150530.7039312929
266548,150530.7039312929
266550,150530.7039312929
266556,150530.7039312929
266559,150530.7039312929
266565,150530.7039312929
266568,150530.7039312929
266569,150530.7039312929
266575,150530.7039312929
266580,150530.7039312929
266581,150530.7039312929
266582,150530.7039312929
266583,150530.7039312929
266602,199382.64008496932
266606,161367.8604795047
266618,161367.8604795047
266619,199382.64008496932
266620,161367.8604795047
266624,199222.75909629304
266626,161367.8604795047
266662,161367.8604795047
266667,199222.75909629304
266668,160753.89575121913
266677,161367.8604795047
266681,156096.92277610427
266682,199222.75909629304
266690,199222.75909629304
266694,199222.75909629304
266695,199222.75909629304
266698,161367.8604795047
266699,161367.8604795047
266727,199382.64008496932
266729,161367.8604795047
266731,199222.75909629304
266732,161367.8604795047
266740,184819.84527087788
266744,161367.8604795047
266748,161367.8604795047
266768,161367.8604795047
266770,183166.43034037898
266771,197979.05830507644
266778,161367.8604795047
266779,161367.8604795047
266781,161367.8604795047
266785,200810.9513395685
266809,161367.8604795047
266819,161367.8604795047
266821,161367.8604795047
266824,161367.8604795047
266830,199222.75909629304
266831,161367.8604795047
266845,161367.8604795047
266846,159721.73264490845
266847,159721.73264490845
266851,159721.73264490845
266858,159721.73264490845
266859,159721.73264490845
266862,159721.73264490845
266863,159721.73264490845
266864,159721.73264490845
266872,159721.73264490845
266875,159721.73264490845
266877,159721.73264490845
266882,159721.73264490845
266883,159721.73264490845
266886,159721.73264490845
266918,159721.73264490845
266919,159721.73264490845
266920,159721.73264490845
266953,159721.73264490845
266954,159721.73264490845
266955,159042.38725564585
266957,159721.73264490845
266965,159721.73264490845
266966,159721.73264490845
266969,159721.73264490845
266984,159042.38725564585
266989,159721.73264490845
266990,159721.73264490845
267015,159721.73264490845
267016,159721.73264490845
267017,159721.73264490845
267018,159721.73264490845
267019,159721.73264490845
267020,159721.73264490845
267025,159042.38725564585
267028,159721.73264490845
267041,159721.73264490845
267054,159721.73264490845
267082,159721.73264490845
267084,159721.73264490845
267085,159721.73264490845
267103,150530.7039312929
267104,150530.7039312929
267106,150530.7039312929
267113,150530.7039312929
267126,150530.7039312929
267128,150530.7039312929
267131,150530.7039312929
267138,150530.7039312929
267147,150530.7039312929
267153,150530.7039312929
267154,150530.7039312929
267171,150530.7039312929
267173,150530.7039312929
267188,150530.7039312929
267198,150530.7039312929
267199,150530.7039312929
267218,152176.83176588916
267220,152176.83176588916
267221,152176.83176588916
267245,152176.83176588916
267247,152176.83176588916
267248,152176.83176588916
267249,152176.83176588916
267253,152176.83176588916
267269,152176.83176588916
267271,152176.83176588916
267274,152176.83176588916
267281,152176.83176588916
267303,152176.83176588916
267305,152176.83176588916
267306,152176.83176588916
267307,152176.83176588916
267309,151562.86703760357
267311,152176.83176588916
267312,152176.83176588916
267315,152176.83176588916
267331,152176.83176588916
267338,152176.83176588916
267342,152176.83176588916
267344,152176.83176588916
267346,152176.83176588916
267366,152176.83176588916
267369,152176.83176588916
267371,152176.83176588916
267375,152176.83176588916
267376,152176.83176588916
267379,152176.83176588916
267381,152176.83176588916
267382,152176.83176588916
267407,152176.83176588916
267422,152176.83176588916
267424,152176.83176588916
267428,152176.83176588916
267431,152176.83176588916
267434,152176.83176588916
267437,150981.7327832054
267438,152176.83176588916
267439,152176.83176588916
267440,152176.83176588916
267441,152176.83176588916
267443,152176.83176588916
267460,202280.7588842104
267463,203342.1413896027
267494,198059.67236162827
267510,198059.67236162827
267515,200195.27678825564
267520,198059.67236162827
267522,203342.1413896027
267523,203342.1413896027
267524,198059.67236162827
267544,198059.67236162827
267546,198059.67236162827
267551,204416.36331083777
267553,203347.4145919563
267563,198059.67236162827
267584,202280.7588842104
267585,198059.67236162827
267587,198059.67236162827
267598,198059.67236162827
267602,200195.27678825564
267614,203342.1413896027
267617,200195.27678825564
267619,203342.1413896027
267620,198059.67236162827
267623,198059.67236162827
267627,198059.67236162827
267633,201211.8101653289
267644,200195.27678825564
267667,146203.48870570495
267738,149851.3585420303
267740,149851.3585420303
267743,146203.48870570495
267778,149851.3585420303
267779,149851.3585420303
267799,147827.0147984998
267800,149851.3585420303
267814,147827.0147984998
267816,148930.51729925012
267833,147827.0147984998
267834,149851.3585420303
267836,148930.51729925012
267847,157609.18551296924
267858,156097.53207011413
267891,159042.38725564585
267896,156097.53207011413
267899,158121.54601286564
267900,158121.54601286564
267902,158121.54601286564
267908,156097.53207011413
267924,158121.54601286564
267933,158121.54601286564
267936,159042.38725564585
267939,158121.54601286564
267941,159042.38725564585
267942,158121.54601286564
267967,156097.53207011413
267970,159042.38725564585
267980,156097.53207011413
267990,159042.38725564585
267992,156097.53207011413
267994,158121.54601286564
267995,158121.54601286564
267999,158121.54601286564
268003,159042.38725564585
268020,159042.38725564585
268033,158121.54601286564
268041,149851.3585420303
268056,150530.7039312929
268067,150530.7039312929
268070,150530.7039312929
268071,150530.7039312929
268121,148930.51729925012
268144,150530.7039312929
268145,150530.7039312929
268147,149851.3585420303
268149,149851.3585420303
268150,149851.3585420303
268157,150530.7039312929
268159,149851.3585420303
268161,149851.3585420303
268175,152871.90711971873
268189,149851.3585420303
268208,150530.7039312929
308905,152176.83176588916
312310,340528.01656952524
312331,159721.73264490845
695165,199222.75909629304
695166,202534.77788867
695170,158121.54601286564
695176,148930.51729925012
